64181682;52;30;
64181682;30;20;
64181682;20;28;
64181682;28;24;
64181682;24;32;
64181682;32;208;
64181682;208;280;
64181682;280;279;
64181682;279;27;
64181682;27;22;
64181682;22;206;
64181682;206;25;
64181682;25;6;
64181682;6;211;
64181682;211;281;
64181682;281;52;
86251308;7;31;
86251308;31;25;
86251350;27;23;
86251350;23;7;
105665156;60;43;
105665156;43;39;
105665156;39;36;
105665156;36;49;
105665156;49;45;
105665156;45;38;
105665156;38;51;
105665156;51;42;
105665156;42;41;
105665156;41;35;
105665156;35;47;
105665156;47;37;
105665156;37;48;
105665156;48;44;
105665156;44;40;
105665156;40;50;
105665156;50;46;
105665156;46;276;
135639674;64;65;
135639674;65;64;
135639674;65;66;
135639674;66;65;
135639674;66;67;
135639674;67;69;
135639674;69;70;
135639674;70;71;
135639674;71;72;
135639674;72;73;
135639674;73;74;
135639674;74;75;
135639674;75;76;
135639674;76;77;
135639674;77;78;
135639674;78;79;
135639674;79;448;
135639674;448;80;
135639674;80;81;
135639674;81;82;
135639674;82;479;
135639674;479;83;
135639674;83;84;
135639674;84;85;
135639674;85;86;
135639674;86;87;
135639674;87;88;
135639674;88;89;
135639674;89;90;
135639674;90;91;
135639674;91;92;
135639674;92;93;
135639674;92;87;
135639674;93;432;
135639674;432;94;
135639674;94;95;
135639674;95;96;
135639674;96;97;
135639674;97;98;
135639674;97;470;
135639674;98;99;
135639674;98;97;
135639674;99;100;
135639674;99;98;
135639674;100;101;
135639674;100;99;
135639674;101;102;
135639674;102;530;
135639674;530;103;
135639674;103;104;
135639674;104;105;
135639674;105;106;
135639674;106;107;
135639674;107;108;
135639674;108;109;
135639674;109;424;
135639674;424;110;
135639674;424;100;
135639674;110;111;
135639674;110;424;
135639674;111;112;
135639674;112;423;
135639674;423;113;
135639674;113;114;
135639674;114;115;
135639674;115;116;
135639674;116;118;
135639674;118;121;
135639674;121;422;
135639674;422;122;
135639674;122;120;
135639674;120;119;
135639674;119;117;
135639674;117;115;
135639674;115;111;
135639674;111;110;
135639677;64;63;
135639677;63;297;
135639679;53;24;
135639681;30;53;
135639682;73;386;
135639682;386;384;
135639682;384;391;
135639682;391;394;
135639682;394;396;
135639682;396;397;
135639682;397;387;
135639682;387;388;
135639682;388;389;
135639682;389;395;
135639682;395;398;
135639682;398;381;
135639682;381;390;
135639682;390;385;
135639682;385;383;
135639682;383;393;
135639682;393;382;
135639682;382;392;
135639682;392;33;
135639683;33;278;
135639683;33;476;
135639683;278;19;
135639683;19;18;
135639683;18;68;
135639683;68;17;
135639683;17;16;
135639683;16;15;
138038478;184;123;
138038478;123;124;
138038478;124;125;
138038478;125;126;
138038478;126;127;
138038478;127;132;
138038478;132;137;
138038478;137;140;
138038478;140;139;
138038478;139;138;
138038478;138;135;
138038478;135;134;
138038478;134;131;
138038478;131;129;
138038478;129;128;
138038478;128;130;
138038478;130;133;
138038478;133;136;
138038478;136;141;
138038478;141;143;
138038478;143;145;
138038478;145;147;
138038478;147;149;
138038478;149;151;
138038478;151;153;
138038478;153;154;
138038478;154;156;
138038478;156;158;
138038478;158;159;
138038478;159;161;
138038478;161;162;
138038478;162;164;
138038478;164;165;
138038478;165;167;
138038490;139;142;
138038490;142;144;
138038490;144;146;
138038490;146;148;
138038490;148;150;
138038490;150;152;
138038490;152;155;
138038490;155;157;
138038490;157;160;
138038490;160;163;
138038490;163;166;
138038490;166;168;
138038490;168;169;
138038490;169;170;
138038490;170;171;
138038490;171;172;
142890851;184;180;
142890851;180;177;
142890851;177;190;
142890851;190;414;
142890851;414;188;
142890851;188;181;
142890851;181;173;
142890851;173;185;
142890851;185;183;
142890851;183;179;
142890853;64;176;
142890853;176;418;
142890853;418;417;
142890853;417;175;
142890853;175;251;
142890853;251;187;
142890853;187;178;
142890853;178;191;
142890853;191;228;
142890853;228;189;
142890853;189;182;
142890853;182;174;
142890853;174;186;
142890853;186;184;
142890855;60;59;
142890855;59;58;
142890855;58;57;
142890855;57;56;
142890855;56;55;
142890855;55;54;
142890855;54;53;
153658245;195;199;
153658245;199;192;
153658245;192;202;
153658245;202;205;
153658245;205;203;
153658245;203;204;
153658245;204;201;
153658245;201;361;
153658245;361;200;
153658245;200;194;
153658245;194;193;
153658245;193;198;
153658245;198;196;
153664403;32;21;
153664403;21;288;
153664403;288;214;
153664403;214;213;
153664403;213;210;
153664403;210;289;
153664403;289;212;
153664403;212;215;
153664403;215;292;
153664403;292;276;
153664403;276;207;
153664403;207;34;
153669371;265;245;
153669371;245;252;
153669371;252;241;
153669371;241;275;
153669374;251;220;
153669374;220;219;
153669374;219;231;
153669374;231;224;
153669374;224;272;
153669374;272;243;
153669374;243;249;
153669374;249;267;
153669374;267;275;
153669374;275;233;
153669374;233;261;
153669374;261;266;
153669374;266;264;
153669374;264;230;
153669374;230;259;
153669374;259;273;
153669374;273;240;
153669374;240;246;
153669374;246;271;
153669374;271;268;
153669374;268;234;
153669374;234;227;
153669374;227;226;
153669374;226;222;
153669374;222;255;
153669374;255;274;
153669374;274;270;
153669374;270;235;
153669374;235;262;
153669378;229;260;
153669378;260;248;
153669378;248;223;
153669378;223;217;
153669378;217;242;
153669378;242;263;
153669378;263;232;
153669378;232;236;
153669378;236;238;
153669378;238;218;
153669381;228;221;
153669381;221;225;
153669381;225;244;
153669381;244;250;
153669381;250;247;
153669381;247;262;
153669381;262;256;
153669381;256;269;
153669381;269;257;
153669381;257;254;
153669381;254;218;
153669381;218;239;
153669381;239;237;
153669381;237;253;
153669381;253;258;
161132918;61;60;
161132919;62;61;
161132919;62;297;
185988776;1;285;
185988776;285;283;
