185988776;283;52;
185988777;6;282;
185988777;282;284;
185988777;284;1;
187785527;288;51;
221192377;309;306;
221192377;306;300;
221192377;300;307;
221192377;307;296;
221192377;296;308;
221192377;308;319;
221192377;319;349;
221192377;349;304;
221192377;304;320;
221192377;320;316;
221192377;316;311;
221192377;311;299;
221192377;299;305;
221192377;305;303;
221192377;303;310;
221192377;310;301;
221192377;301;298;
221192377;298;312;
221192377;312;313;
221192377;313;314;
221192377;314;315;
221192377;315;317;
221192377;317;265;
221192377;265;318;
221192377;318;302;
221192377;302;297;
221193441;36;336;
221193441;336;335;
221193441;335;295;
221193441;295;294;
221193441;294;337;
221193441;337;334;
221193441;334;333;
221193441;333;332;
221193441;332;331;
221193441;331;330;
221193441;330;415;
221193441;415;350;
221193441;350;327;
221193441;327;328;
221193441;328;329;
221193441;329;321;
221193441;321;322;
221193441;322;323;
221193441;323;326;
221193441;326;325;
221193441;325;339;
221193441;339;338;
221193441;338;324;
222324415;254;416;
222324415;416;346;
222324415;346;345;
222330703;191;356;
222330703;356;358;
222330703;358;351;
222330703;351;353;
222330703;353;359;
222330703;359;352;
222330703;352;355;
222330703;355;354;
222330703;354;357;
222330703;357;29;
222330740;5;209;
222330740;34;5
222330740;209;216;
222330740;216;4;
222330740;4;293;
222330740;293;291;
222330740;291;197;
222330740;197;3;
222330740;3;290;
222330740;290;196;
222330740;196;2;
222330740;2;279;
222337067;360;362;
222337067;11;360;
222337067;362;361;
222338105;297;62;
222338106;297;365;
222338106;365;369;
222338106;369;367;
222338106;367;364;
222338106;364;372;
222338106;372;371;
222338106;371;363;
222338106;363;368;
222338106;368;366;
222338106;366;370;
222338106;370;66;
222338368;14;13;
222338368;14;487;
222338368;13;12;
222338368;12;277;
222338368;277;529;
222338368;529;11;
222338368;11;286;
222338368;286;10;
222338368;10;287;
222338368;287;526;
222338368;526;9;
222338368;9;8;
222338368;8;7;
222338649;379;374;
222338649;374;378;
222338649;378;376;
222338649;376;375;
222338649;375;377;
222338649;377;380;
222338649;380;373;
222338649;373;69;
222340762;400;402;
222340762;402;406;
222340762;406;403;
222340762;403;401;
222340762;401;405;
222340762;405;267;
222340762;404;267;
222341169;412;413;
222341169;413;409;
222341169;409;408;
222341169;408;411;
222341169;411;410;
222341169;410;407;
222341169;407;358;
382772097;347;177;
382772098;345;344;
382772098;344;347;
382772099;420;418;
382772100;176;421;
382772101;64;421;
382772101;421;15;
382772101;15;420;
382772101;420;419;
382772101;419;417;
397648402;478;430;
397648402;430;446;
397648402;446;445;
397648402;445;472;
397648402;472;469;
397648402;469;452;
397648402;452;451;
397648402;451;437;
397648402;437;484;
397648402;484;465;
397648402;465;461;
397648402;461;26;
397648403;450;443;
397648403;443;482;
397648403;482;466;
397648403;466;449;
397648403;449;468;
397648403;468;458;
397648403;458;478;
397648403;478;485;
397648403;485;453;
397648403;453;454;
397648403;454;438;
397648403;438;473;
397648403;473;442;
397648403;442;441;
397648403;441;475;
397648403;475;439;
397648403;439;447;
397648403;447;426;
397648403;426;456;
397648405;476;480;
397648405;480;433;
397648405;433;434;
397648405;434;440;
397648405;440;467;
397648405;467;456;
397648405;456;464;
397648405;464;395;
397648406;448;459;
397648406;459;463;
397648406;463;444;
397648406;444;474;
397648406;474;462;
397648406;462;435;
397648406;435;483;
397648406;483;396;
397648412;470;455;
397648412;470;92;
397648412;455;481;
397648412;481;425;
397648412;425;477;
397648412;477;450;
397648412;450;436;
397648412;436;471;
397648412;471;479;
397648414;438;429;
397648414;429;427;
397648414;427;486;
397648414;486;460;
397648414;460;457;
397648414;457;428;
397648414;428;431;
397648414;431;448;
417899898;487;488;
417899898;488;489;
417899898;489;490;
417899898;490;491;
417899898;491;492;
417899898;492;493;
417899898;493;494;
417899898;494;495;
417899898;495;496;
417899898;496;497;
417899898;497;498;
417899898;498;499;
417899898;499;500;
417899898;500;501;
417899898;501;502;
417899898;502;503;
417899898;503;504;
417899898;504;505;
417899898;505;506;
417899898;506;507;
417899898;507;508;
417899898;508;509;
417899898;509;510;
417899898;510;511;
417899898;511;512;
417899898;512;513;
417899898;513;514;
417899898;514;515;
417899898;515;516;
417899898;516;517;
417899898;517;518;
417899898;518;519;
417899898;519;520;
417899898;520;521;
417899898;521;522;
417899898;522;523;
417899898;523;524;
417899898;524;525;
417899898;525;526;
417899899;496;527;
417899899;527;528;
417899899;528;529;
